Sys_time,laccx,y,z,lacc_accu,grax,y,z,gra_accu,gyrx,y,z,gyr_accu,accx,y,z,acc_accu,magx,y,z,mag_accu,ori,rv_x,rv_y,rv_z,rv_s,rv_head_acc,rv_accu,gamerv_x,gamerv_y,gamerv_z,gamerv_s,gamerv_accu,lon,lat,speed,bearing,gps_time,step
1649404083905,-0.2772,0.5452,-0.1564,3.00,0.0766,1.3338,9.7152,3.00,0.3398,-0.0712,-0.1344,3.00,-0.0114,1.6268,10.0049,3.00,29.8900,-8.3326,-48.1168,3.00,269.0460,0.0150,0.0628,0.9815,0.1800,0.00,3.00,0.0514,0.0450,0.6991,0.7118,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404083925,-0.1196,0.2042,0.2977,3.00,0.1082,1.4219,9.7024,3.00,0.4357,-0.1927,-0.2211,3.00,0.5560,1.6208,10.4203,3.00,29.7924,-8.5888,-48.1046,3.00,267.5935,0.0163,0.0663,0.9810,0.1817,0.00,3.00,0.0558,0.0469,0.6979,0.7125,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404083944,0.4446,0.1295,0.7197,3.00,0.1114,1.4900,9.6922,3.00,0.3374,-0.0541,-0.3262,3.00,-0.0030,1.3790,9.7344,3.00,29.7680,-8.7596,-48.1168,3.00,266.3025,0.0189,0.0704,0.9802,0.1843,0.00,3.00,0.0585,0.0491,0.6960,0.7140,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404083964,-0.1084,-0.1212,0.0350,3.00,0.1054,1.4989,9.6909,3.00,0.0441,-0.0205,-0.3097,3.00,-0.4339,1.2485,9.5357,3.00,29.7436,-8.9426,-48.1778,3.00,264.9132,0.0199,0.0738,0.9793,0.1875,0.00,3.00,0.0588,0.0494,0.6935,0.7163,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404083983,-0.5463,-0.2113,-0.1687,3.00,0.1123,1.4587,9.6969,3.00,-0.2002,-0.0877,-0.2553,3.00,-0.1945,1.2653,9.7129,3.00,29.6948,-8.9792,-48.2388,3.00,264.8310,0.0200,0.0742,0.9786,0.1907,0.00,3.00,0.0577,0.0476,0.6914,0.7186,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084002,-0.3635,-0.1161,-0.0021,3.00,0.1688,1.3803,9.7076,3.00,-0.3945,-0.3393,-0.3183,3.00,0.7104,1.2234,9.8050,3.00,29.5850,-8.9548,-48.3120,3.00,264.4617,0.0201,0.0720,0.9782,0.1936,0.00,3.00,0.0569,0.0426,0.6898,0.7205,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084023,0.4392,-0.0343,0.0752,3.00,0.2710,1.2567,9.7220,3.00,-0.6303,-0.5745,-0.5449,3.00,1.0025,0.8104,11.0571,3.00,29.4264,-8.7230,-48.4950,3.00,260.9302,0.0224,0.0675,0.9778,0.1972,0.00,3.00,0.0561,0.0342,0.6876,0.7231,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084042,0.6479,-0.2946,1.3050,3.00,0.3541,1.1034,9.7379,3.00,-0.7769,-0.4811,-0.6628,3.00,-0.1837,-0.3064,13.1795,3.00,29.2312,-8.4058,-48.6048,3.00,251.5187,0.0266,0.0601,0.9770,0.2030,0.00,3.00,0.0535,0.0254,0.6834,0.7276,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084062,-0.5224,-1.2976,3.3982,3.00,0.3376,0.9881,9.7509,3.00,-0.5478,0.0290,-0.3445,3.00,-1.4095,-0.9792,14.5130,3.00,29.1214,-8.0276,-48.7024,3.00,244.7572,0.0295,0.0513,0.9759,0.2098,0.00,3.00,0.0487,0.0216,0.6782,0.7330,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084081,-1.6628,-1.9618,4.7059,3.00,0.2519,0.9774,9.7546,3.00,0.0111,0.3986,0.1521,3.00,-0.9367,-0.4046,12.4397,3.00,29.0848,-7.5884,-48.8366,3.00,249.9753,0.0276,0.0456,0.9755,0.2135,0.00,3.00,0.0455,0.0243,0.6753,0.7357,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084100,-1.1441,-1.4440,2.6251,3.00,0.2060,1.0326,9.7500,3.00,0.3264,0.2367,0.3641,3.00,0.2795,0.6105,9.2077,3.00,29.0116,-7.2468,-48.9220,3.00,262.4216,0.0232,0.0460,0.9758,0.2123,0.00,3.00,0.0459,0.0280,0.6766,0.7344,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084120,0.0071,-0.4607,-0.5987,3.00,0.2707,1.0645,9.7449,3.00,0.1736,-0.3009,0.2016,3.00,1.2060,1.2018,7.9915,3.00,29.0116,-7.2468,-48.9220,3.00,268.9024,0.0213,0.0494,0.9765,0.2089,0.00,3.00,0.0492,0.0269,0.6796,0.7314,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084139,0.7921,0.1542,-1.8037,3.00,0.4117,1.0420,9.7424,3.00,-0.1239,-0.6912,-0.0843,3.00,1.5197,0.7230,9.2281,3.00,28.8164,-6.9418,-49.0562,3.00,264.4287,0.0248,0.0503,0.9767,0.2070,0.00,3.00,0.0533,0.0209,0.6811,0.7299,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084160,0.9660,-0.2844,-0.5618,3.00,0.4117,1.0420,9.7424,3.00,-0.2045,-0.6949,-0.2352,3.00,1.6370,0.2011,11.0751,3.00,28.6090,-6.6246,-49.2026,3.00,260.6814,0.0248,0.0503,0.9767,0.2070,0.00,3.00,0.0533,0.0209,0.6811,0.7299,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084180,0.9660,-0.2844,-0.5618,3.00,0.5508,1.0023,9.7397,3.00,-0.0548,-0.2801,-0.2859,3.00,1.9518,0.0910,10.9590,3.00,28.4138,-6.3928,-49.2758,3.00,260.6374,0.0316,0.0477,0.9765,0.2079,0.00,3.00,0.0566,0.0143,0.6802,0.7307,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084199,1.0277,-0.7948,1.2811,3.00,0.6058,0.9901,9.7377,3.00,-0.0548,-0.2801,-0.2859,3.00,1.9518,0.0910,10.9590,3.00,28.2796,-6.2342,-49.4344,3.00,260.8557,0.0383,0.0441,0.9759,0.2102,0.00,3.00,0.0581,0.0116,0.6779,0.7328,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084218,1.3864,-0.8937,1.1554,3.00,0.5618,0.9784,9.7415,3.00,-0.0542,0.2178,-0.3433,3.00,1.6418,0.5135,9.0772,3.00,28.1820,-6.1488,-49.4832,3.00,264.2000,0.0410,0.0428,0.9753,0.2128,0.00,3.00,0.0562,0.0127,0.6755,0.7351,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084238,1.1713,-0.4243,-0.7323,3.00,0.4676,0.9323,9.7510,3.00,-0.2436,0.4591,-0.4197,3.00,0.9570,0.7350,8.0119,3.00,28.1088,-6.0390,-49.6296,3.00,266.8733,0.0388,0.0426,0.9748,0.2153,0.00,3.00,0.0513,0.0145,0.6731,0.7376,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084258,0.6036,-0.1255,-1.8007,3.00,0.3516,0.8561,9.7629,3.00,-0.3994,0.5537,-0.4472,3.00,0.3190,0.7601,7.9221,3.00,28.0234,-5.9048,-49.6540,3.00,267.6129,0.0337,0.0412,0.9744,0.2186,0.00,3.00,0.0444,0.0160,0.6703,0.7406,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084278,0.0848,-0.0285,-1.8906,3.00,0.2332,0.7854,9.7724,3.00,-0.3670,0.5599,-0.3946,3.00,0.1395,0.9014,7.7162,3.00,27.9990,-5.6486,-49.6906,3.00,270.1873,0.0272,0.0386,0.9738,0.2225,0.00,3.00,0.0378,0.0179,0.6671,0.7438,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084297,-0.0076,0.1620,-2.0916,3.00,0.1466,0.7371,9.7778,3.00,-0.2552,0.4041,-0.3543,3.00,0.0233,1.1695,7.7581,3.00,28.2064,-5.2704,-49.5930,3.00,274.3728,0.0207,0.0363,0.9732,0.2261,0.00,3.00,0.0331,0.0194,0.6644,0.7464,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084317,-0.0076,0.1620,-2.0916,3.00,0.1466,0.7371,9.7778,3.00,-0.2552,0.4041,-0.3543,3.00,0.0233,1.1695,7.7581,3.00,28.2064,-5.2704,-49.5930,3.00,274.3728,0.0207,0.0363,0.9732,0.2261,0.00,3.00,0.0331,0.0194,0.6644,0.7464,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084336,-0.1309,0.1840,-1.2629,3.00,0.0464,0.8048,9.7735,3.00,0.2940,0.2098,-0.1344,3.00,0.2232,1.4113,6.9944,3.00,28.8164,-4.5994,-49.3124,3.00,279.4459,0.0133,0.0358,0.9720,0.2319,0.00,3.00,0.0324,0.0253,0.6596,0.7505,3.00,116.332044,39.950697,1.2100,258.0000,1649404083000,0.0
1649404084355,0.1884,0.5602,-2.7753,3.00,0.0349,0.8512,9.7696,3.00,0.2103,0.0535,-0.1081,3.00,0.5488,1.9165,6.1672,3.00,29.1458,-4.3432,-49.0684,3.00,285.9479,0.0119,0.0394,0.9716,0.2332,0.00,3.00,0.0338,0.0273,0.6586,0.7512,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084375,0.5038,1.0642,-3.5848,3.00,0.0452,0.8538,9.7693,3.00,-0.0218,-0.0522,-0.1588,3.00,0.9139,2.1798,7.4229,3.00,29.4386,-4.0870,-48.9342,3.00,283.8219,0.0119,0.0418,0.9712,0.2342,0.00,3.00,0.0343,0.0270,0.6579,0.7519,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084394,0.8713,1.3375,-2.3189,3.00,0.0428,0.8448,9.7701,3.00,-0.0841,0.0113,-0.2590,3.00,0.9403,1.8686,9.2783,3.00,29.6948,-3.9040,-48.7146,3.00,278.4290,0.0125,0.0418,0.9709,0.2356,0.00,3.00,0.0339,0.0267,0.6566,0.7530,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084413,0.9403,1.0248,-0.4615,3.00,0.0000,0.8465,9.7701,3.00,-0.0188,0.2135,-0.2682,3.00,0.1131,1.3850,10.0193,3.00,29.9388,-3.6844,-48.5682,3.00,275.5339,0.0124,0.0414,0.9703,0.2378,0.00,3.00,0.0326,0.0283,0.6546,0.7548,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084433,0.1832,0.5454,0.2777,3.00,-0.0703,0.8420,9.7702,3.00,-0.0347,0.3436,-0.1307,3.00,-0.6135,1.3598,10.3102,3.00,30.1462,-3.4770,-48.4706,3.00,276.5037,0.0104,0.0419,0.9698,0.2401,0.00,3.00,0.0302,0.0308,0.6525,0.7566,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084454,-0.4785,0.5272,0.5656,3.00,-0.1353,0.8348,9.7701,3.00,-0.0481,0.3143,0.0293,3.00,-0.6063,1.5274,11.0308,3.00,30.3292,-3.3550,-48.3852,3.00,277.2635,0.0069,0.0426,0.9695,0.2412,0.00,3.00,0.0278,0.0330,0.6516,0.7573,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084474,-0.4381,0.6746,1.2817,3.00,-0.1686,0.8545,9.7679,3.00,0.0820,0.1658,0.1234,3.00,-0.2328,1.7273,11.6545,3.00,30.4268,-3.3428,-48.2876,3.00,277.4639,0.0036,0.0430,0.9695,0.2411,0.00,3.00,0.0274,0.0350,0.6520,0.7569,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084493,-0.0725,0.8144,1.9007,3.00,-0.1605,0.9138,9.7627,3.00,0.2775,-0.0321,0.1038,3.00,0.2520,1.8770,11.6533,3.00,30.5610,-3.3306,-48.1900,3.00,277.6901,0.0021,0.0444,0.9696,0.2405,0.00,3.00,0.0299,0.0367,0.6530,0.7559,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084512,0.3899,0.9065,1.8948,3.00,-0.1379,0.9704,9.7575,3.00,0.2640,-0.1005,0.0177,3.00,0.3430,1.9380,11.3061,3.00,30.7074,-3.3672,-48.1778,3.00,278.2396,0.0032,0.0472,0.9697,0.2397,0.00,3.00,0.0328,0.0377,0.6537,0.7551,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084531,0.4999,0.9666,1.5398,3.00,-0.1568,0.9706,9.7572,3.00,-0.0182,0.1005,-0.0690,3.00,0.3645,1.5310,10.9039,3.00,30.8172,-3.4160,-48.1900,3.00,275.5816,0.0051,0.0498,0.9696,0.2397,0.00,3.00,0.0322,0.0385,0.6537,0.7551,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084551,0.4999,0.9666,1.5398,3.00,-0.2057,0.8854,9.7644,3.00,-0.4348,0.2422,-0.1753,3.00,-0.0724,0.8260,11.6700,3.00,30.9636,-3.3916,-48.1046,3.00,270.0495,0.0051,0.0498,0.9696,0.2397,0.00,3.00,0.0322,0.0385,0.6537,0.7551,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084570,0.5706,0.6443,1.1246,3.00,-0.2057,0.8854,9.7644,3.00,-0.4348,0.2422,-0.1753,3.00,-0.0724,0.8260,11.6700,3.00,31.1344,-3.3672,-47.9948,3.00,270.0801,0.0042,0.0500,0.9694,0.2404,0.00,3.00,0.0273,0.0375,0.6532,0.7557,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084590,0.2056,0.0576,1.8731,3.00,-0.2773,0.7664,9.7727,3.00,-0.5857,0.3473,-0.1845,3.00,-1.1103,0.0491,13.0957,3.00,31.2564,-3.3306,-47.9582,3.00,263.3844,0.0008,0.0464,0.9692,0.2420,0.00,3.00,0.0204,0.0362,0.6521,0.7570,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084609,-0.7387,-0.6591,3.2809,3.00,-0.3700,0.7053,9.7743,3.00,-0.2827,0.4462,0.0073,3.00,-1.6477,-0.1053,13.6907,3.00,31.4272,-3.3184,-47.9216,3.00,261.7134,-0.0042,0.0414,0.9689,0.2440,0.00,3.00,0.0150,0.0378,0.6508,0.7581,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084629,-1.1759,-0.8572,3.8641,3.00,-0.4690,0.7473,9.7669,3.00,0.2280,0.4853,0.2340,3.00,-1.4215,0.6656,11.6078,3.00,31.7078,-3.3062,-47.8484,3.00,269.1442,-0.0095,0.0395,0.9688,0.2446,0.00,3.00,0.0133,0.0430,0.6510,0.7578,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084648,-0.8982,-0.1811,1.7824,3.00,-0.5197,0.8407,9.7567,3.00,0.4601,0.2544,0.2676,3.00,-1.4347,1.0307,8.8821,3.00,31.9152,-3.3062,-47.7142,3.00,276.3399,-0.0139,0.0428,0.9689,0.2432,0.00,3.00,0.0151,0.0481,0.6528,0.7558,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084668,-0.9517,0.1259,-0.9357,3.00,-0.4798,0.8988,9.7536,3.00,0.2726,-0.2025,0.2340,3.00,-1.4574,1.0833,7.8646,3.00,32.0250,-3.3550,-47.5922,3.00,279.3068,-0.0154,0.0481,0.9691,0.2416,0.00,3.00,0.0186,0.0486,0.6550,0.7539,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084687,-1.1046,0.1769,-1.9491,3.00,-0.3508,0.9014,9.7588,3.00,-0.0035,-0.6564,0.1741,3.00,-0.7260,0.6117,9.1203,3.00,32.1470,-3.3672,-47.4092,3.00,269.9253,-0.0127,0.0504,0.9692,0.2406,0.00,3.00,0.0229,0.0438,0.6568,0.7524,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084707,-0.5697,-0.2619,-0.6979,3.00,-0.1555,0.8690,9.7668,3.00,-0.1587,-0.9807,0.0794,3.00,0.1706,0.3256,10.9973,3.00,32.0006,-3.4038,-47.5068,3.00,266.4837,-0.0063,0.0490,0.9696,0.2398,0.00,3.00,0.0281,0.0352,0.6582,0.7515,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084726,0.1406,-0.5258,1.1703,3.00,0.0298,0.8465,9.7700,3.00,-0.0970,-0.9190,0.0049,3.00,0.3154,-0.0850,12.6265,3.00,31.7688,-3.5258,-47.7508,3.00,263.3503,0.0030,0.0450,0.9697,0.2400,0.00,3.00,0.0335,0.0273,0.6585,0.7514,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084745,0.1867,-0.9576,2.7885,3.00,0.1278,0.8663,9.7675,3.00,0.1297,-0.4749,0.1069,3.00,0.0485,-0.1796,11.4977,3.00,31.5004,-3.7088,-47.9094,3.00,262.0019,0.0119,0.0416,0.9697,0.2406,0.00,3.00,0.0376,0.0242,0.6580,0.7517,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084765,-0.1224,-1.0855,1.6556,3.00,0.1696,0.8988,9.7639,3.00,0.1956,-0.1915,0.2211,3.00,0.3154,0.2538,9.3214,3.00,31.1100,-3.9162,-48.1534,3.00,265.3970,0.0170,0.0414,0.9698,0.2399,0.00,3.00,0.0402,0.0237,0.6585,0.7511,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084784,0.1156,-0.6639,-0.5161,3.00,0.1983,0.9107,9.7623,3.00,0.0783,-0.1219,0.1979,3.00,0.7775,0.5482,7.8550,3.00,30.5732,-4.0382,-48.4218,3.00,268.5378,0.0193,0.0425,0.9702,0.2379,0.00,3.00,0.0416,0.0231,0.6602,0.7496,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084804,0.5320,-0.3378,-1.9744,3.00,0.2439,0.8801,9.7640,3.00,-0.1471,-0.2074,0.0562,3.00,0.5070,0.5327,7.6779,3.00,30.0852,-4.1480,-48.7024,3.00,268.4162,0.0208,0.0428,0.9706,0.2359,0.00,3.00,0.0419,0.0204,0.6617,0.7483,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084824,0.2128,-0.3040,-2.1437,3.00,0.2925,0.8321,9.7669,3.00,-0.2363,-0.2343,0.0098,3.00,-0.1718,0.2382,8.7229,3.00,29.6704,-4.1358,-48.9464,3.00,264.4623,0.0227,0.0407,0.9708,0.2351,0.00,3.00,0.0417,0.0170,0.6621,0.7480,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084843,-0.5005,-0.6003,-1.0916,3.00,0.3271,0.8344,9.7656,3.00,0.0264,-0.1775,0.0782,3.00,-0.3956,0.0347,10.0133,3.00,29.2312,-4.1724,-49.2026,3.00,261.6580,0.0245,0.0378,0.9710,0.2348,0.00,3.00,0.0430,0.0157,0.6620,0.7481,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084862,-0.7276,-0.8926,0.2065,3.00,0.3303,0.9227,9.7576,3.00,0.4705,-0.0131,0.2321,3.00,-0.7164,0.1748,8.8438,3.00,29.0360,-4.4164,-49.2880,3.00,262.2392,0.0262,0.0375,0.9712,0.2340,0.00,3.00,0.0464,0.0186,0.6623,0.7475,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084882,-1.0534,-0.8721,-0.9454,3.00,0.3354,1.0422,9.7453,3.00,0.6281,-0.0131,0.3751,3.00,-0.5632,0.8331,6.8651,3.00,28.8408,-4.7214,-49.2758,3.00,273.4571,0.0273,0.0419,0.9715,0.2316,0.00,3.00,0.0511,0.0226,0.6639,0.7457,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084901,-0.9209,-0.3028,-2.8986,3.00,0.3566,1.1325,9.7345,3.00,0.4644,-0.0816,0.3989,3.00,-0.0688,1.4161,6.0487,3.00,28.6700,-5.0264,-49.2880,3.00,282.8551,0.0288,0.0479,0.9721,0.2277,0.00,3.00,0.0552,0.0251,0.6668,0.7428,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084921,-0.9209,-0.3028,-2.8986,3.00,0.3936,1.1740,9.7282,3.00,0.2017,-0.1579,0.2926,3.00,0.6338,1.7405,7.0039,3.00,28.6700,-5.0264,-49.2880,3.00,280.7979,0.0288,0.0479,0.9721,0.2277,0.00,3.00,0.0580,0.0253,0.6698,0.7399,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084941,-0.4628,0.2408,-3.6904,3.00,0.3936,1.1740,9.7282,3.00,0.0979,-0.1255,0.0886,3.00,0.6338,1.7405,7.0039,3.00,28.5114,-5.3314,-49.2758,3.00,280.3507,0.0307,0.0523,0.9728,0.2234,0.00,3.00,0.0580,0.0253,0.6698,0.7399,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084961,0.2115,0.5436,-2.7181,3.00,0.4224,1.1972,9.7241,3.00,0.0979,-0.1255,0.0886,3.00,0.8721,1.6088,8.6451,3.00,28.4382,-5.5998,-49.2758,3.00,274.9864,0.0328,0.0541,0.9734,0.2200,0.00,3.00,0.0598,0.0252,0.6719,0.7378,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404084981,0.4457,0.3804,-1.0678,3.00,0.4267,1.2293,9.7199,3.00,0.1455,-0.0162,-0.0562,3.00,0.4040,1.3311,9.5501,3.00,28.3406,-5.9048,-49.2758,3.00,271.4639,0.0344,0.0550,0.9737,0.2184,0.00,3.00,0.0611,0.0262,0.6724,0.7372,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085000,-0.0002,0.0789,-0.1600,3.00,0.4045,1.2532,9.7178,3.00,0.1132,0.0999,-0.0886,3.00,0.3537,1.3706,9.8350,3.00,28.2430,-6.2464,-49.2636,3.00,270.8869,0.0350,0.0565,0.9737,0.2181,0.00,3.00,0.0613,0.0278,0.6719,0.7376,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085020,-0.0090,0.1242,0.1219,3.00,0.3630,1.2473,9.7202,3.00,-0.0383,0.1866,-0.1600,3.00,0.6614,1.4855,10.5364,3.00,28.2674,-6.5636,-49.2514,3.00,270.1884,0.0342,0.0580,0.9736,0.2183,0.00,3.00,0.0596,0.0292,0.6713,0.7382,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085039,0.3361,0.2602,0.8150,3.00,0.3254,1.2257,9.7243,3.00,-0.1226,0.1579,-0.3005,3.00,0.7081,1.2784,11.2870,3.00,28.2918,-6.7100,-49.2514,3.00,267.5411,0.0321,0.0581,0.9734,0.2192,0.00,3.00,0.0576,0.0297,0.6703,0.7393,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085059,0.4086,0.0775,1.5538,3.00,0.2993,1.2003,9.7283,3.00,-0.1367,0.0901,-0.3977,3.00,0.2759,0.8942,11.8149,3.00,28.3406,-6.6856,-49.1660,3.00,264.1741,0.0301,0.0574,0.9730,0.2215,0.00,3.00,0.0558,0.0297,0.6681,0.7414,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085078,0.0102,-0.2884,2.0682,3.00,0.2653,1.1807,9.7317,3.00,-0.0951,0.1249,-0.3586,3.00,-0.1682,0.9169,11.8819,3.00,28.4138,-6.6124,-49.1172,3.00,264.2652,0.0287,0.0563,0.9723,0.2248,0.00,3.00,0.0540,0.0301,0.6652,0.7441,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085097,-0.3908,-0.2592,2.1229,3.00,0.2221,1.1731,9.7337,3.00,-0.0316,0.1750,-0.2468,3.00,0.3801,1.0833,11.5898,3.00,28.5358,-6.4782,-49.0074,3.00,266.2378,0.0270,0.0556,0.9717,0.2280,0.00,3.00,0.0524,0.0313,0.6625,0.7466,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085117,0.1826,-0.0866,1.8204,3.00,0.1968,1.1658,9.7351,3.00,-0.0347,0.0980,-0.2663,3.00,0.8361,1.3742,10.9303,3.00,28.6456,-6.3684,-48.9220,3.00,269.0717,0.0249,0.0557,0.9712,0.2301,0.00,3.00,0.0513,0.0319,0.6607,0.7482,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085136,0.6415,0.2494,1.1495,3.00,0.1938,1.1201,9.7405,3.00,-0.2387,-0.0156,-0.3891,3.00,0.8864,1.0151,10.7794,3.00,28.7798,-6.1610,-48.8976,3.00,266.8471,0.0236,0.0556,0.9708,0.2323,0.00,3.00,0.0495,0.0303,0.6589,0.7500,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085156,0.7280,-0.0219,0.9834,3.00,0.1577,1.0323,9.7509,3.00,-0.4433,0.1512,-0.4258,3.00,0.3394,0.2921,11.9190,3.00,28.9628,-5.9048,-48.8366,3.00,261.1433,0.0231,0.0533,0.9701,0.2357,0.00,3.00,0.0450,0.0286,0.6560,0.7529,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085175,0.2809,-0.6809,2.1050,3.00,0.0581,0.9675,9.7586,3.00,-0.3041,0.4762,-0.2608,3.00,-0.2496,-0.2274,11.9657,3.00,29.1458,-5.5876,-48.8488,3.00,256.9345,0.0204,0.0492,0.9695,0.2393,0.00,3.00,0.0393,0.0300,0.6527,0.7560,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085195,-0.2290,-1.2020,2.1416,3.00,-0.0205,0.9681,9.7587,3.00,0.0374,0.3833,-0.0293,3.00,-0.3298,-0.0048,10.3449,3.00,29.3654,-5.2582,-48.7390,3.00,259.2427,0.0148,0.0472,0.9691,0.2415,0.00,3.00,0.0368,0.0330,0.6509,0.7576,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085214,-0.3327,-1.0232,0.5231,3.00,0.0029,1.0114,9.7544,3.00,0.2427,-0.1158,0.0898,3.00,0.3262,0.3795,8.6439,3.00,29.4996,-5.0508,-48.7024,3.00,264.5971,0.0109,0.0482,0.9691,0.2416,0.00,3.00,0.0393,0.0335,0.6509,0.7574,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085234,0.2041,-0.6526,-1.1695,3.00,0.1214,1.0256,9.7521,3.00,0.0838,-0.5849,0.0055,3.00,1.3197,0.5650,8.2668,3.00,29.5850,-4.8678,-48.6658,3.00,266.9976,0.0126,0.0501,0.9691,0.2411,0.00,3.00,0.0437,0.0295,0.6517,0.7566,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085253,1.0626,-0.4268,-1.5403,3.00,0.2557,0.9863,9.7536,3.00,-0.1929,-0.6613,-0.1796,3.00,1.4179,0.3603,9.6195,3.00,29.5606,-4.7092,-48.7024,3.00,265.1542,0.0187,0.0493,0.9690,0.2412,0.00,3.00,0.0467,0.0230,0.6516,0.7568,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
1649404085273,1.0626,-0.4268,-1.5403,3.00,0.2557,0.9863,9.7536,3.00,-0.1929,-0.6613,-0.1796,3.00,1.4179,0.3603,9.6195,3.00,29.4874,-4.4896,-48.8244,3.00,265.4987,0.0187,0.0493,0.9690,0.2412,0.00,3.00,0.0467,0.0230,0.6516,0.7568,3.00,116.332028,39.950695,1.2500,257.3000,1649404084000,0.0
